id_unidade,unidade,natureza_despesa,ano,valor
6470,IMPLANTAÇÃO DO SISTEMA DE INFORMAÇÃO GEOGRÁFICA TERRAVIEW E TERRASIG EM MUNICÍPIOS DA REGIÃO DO MATO GRANDE NO RIO GRANDE DO NORTE: UM SUBSÍDIO A GESTÃO E AO PLANEJAMENTO AMBIENTAL MUNICIPAL.,CUSTEIO,2012,0.0
6470,IMPLANTAÇÃO DO SISTEMA DE INFORMAÇÃO GEOGRÁFICA TERRAVIEW E TERRASIG EM MUNICÍPIOS DA REGIÃO DO MATO GRANDE NO RIO GRANDE DO NORTE: UM SUBSÍDIO A GESTÃO E AO PLANEJAMENTO AMBIENTAL MUNICIPAL.,CAPITAL,2012,250.0
5575,INCRA PROJ. PEDAGOGIA DA TERRA,SERV. PESSOA FÍSICA,2012,0.0
5575,INCRA PROJ. PEDAGOGIA DA TERRA,SERV. PESSOA JURÍDICA,2012,431.4
5575,INCRA PROJ. PEDAGOGIA DA TERRA,MATERIAL DE CONSUMO,2012,325.6
5575,INCRA PROJ. PEDAGOGIA DA TERRA,OBRIGAÇÕES PATRONAIS,2012,600.0
5575,INCRA PROJ. PEDAGOGIA DA TERRA,DIÁRIAS,2012,143.0
5046,INPE POP/RN,SERV. PESSOA JURÍDICA,2012,320.0
6919,INSTITUTO DE MEDICINA TROPICAL - IMT-RN,CUSTEIO,2012,0.0
6919,INSTITUTO DE MEDICINA TROPICAL - IMT-RN,EQUIP. MATERIAL PERMANENTE,2012,290.0
6026,INSTITUTO DO CÉREBRO,CUSTEIO,2012,43.99
6026,INSTITUTO DO CÉREBRO,PASSAGENS,2012,192.7
6026,INSTITUTO DO CÉREBRO,EQUIP. MATERIAL PERMANENTE,2012,362.41
6026,INSTITUTO DO CÉREBRO,MATERIAL DE CONSUMO,2012,159.09
6026,INSTITUTO DO CÉREBRO,AUX. FINANCEIRO ESTUDANTE,2012,600.0
6026,INSTITUTO DO CÉREBRO,OBRIGAÇÕES CONTRIBUTIVAS,2012,858.0
6026,INSTITUTO DO CÉREBRO,DIÁRIAS,2012,404.64
6026,INSTITUTO DO CÉREBRO,SERV. PESSOA FÍSICA,2012,320.56
6026,INSTITUTO DO CÉREBRO,LOC. MÃO-DE-OBRA,2012,433.21
6026,INSTITUTO DO CÉREBRO,SERV. PESSOA JURÍDICA,2012,325.67
6026,INSTITUTO DO CÉREBRO,TRANF.PJ,2012,370.84
6026,INSTITUTO DO CÉREBRO,CAPITAL,2012,0.0
5279,INSTITUTO INTERNACIONAL DE FÍSICA,EQUIP. MATERIAL PERMANENTE,2012,228.94
5279,INSTITUTO INTERNACIONAL DE FÍSICA,SERV. PESSOA JURÍDICA,2012,350.38
5279,INSTITUTO INTERNACIONAL DE FÍSICA,SERV. PESSOA FÍSICA,2012,900.0
5279,INSTITUTO INTERNACIONAL DE FÍSICA,LOC. MÃO-DE-OBRA,2012,138.54
5279,INSTITUTO INTERNACIONAL DE FÍSICA,PASSAGENS,2012,617.45
5279,INSTITUTO INTERNACIONAL DE FÍSICA,DIÁRIAS,2012,331.77
5279,INSTITUTO INTERNACIONAL DE FÍSICA,AUXÍLIO FINANCEIRO A PESQUISADORES,2012,400.0
5279,INSTITUTO INTERNACIONAL DE FÍSICA,OBRIGAÇÕES CONTRIBUTIVAS,2012,214.5
5279,INSTITUTO INTERNACIONAL DE FÍSICA,CUSTEIO,2012,313.77
5279,INSTITUTO INTERNACIONAL DE FÍSICA,MATERIAL DE CONSUMO,2012,598.34
6069,INSTITUTO METROPOLE DIGITAL,DIÁRIAS,2012,406.61
6069,INSTITUTO METROPOLE DIGITAL,LOC. MÃO-DE-OBRA,2012,136.52
6069,INSTITUTO METROPOLE DIGITAL,CUSTEIO,2012,194.45
6069,INSTITUTO METROPOLE DIGITAL,OBRIGAÇÕES PATRONAIS,2012,36.0
6069,INSTITUTO METROPOLE DIGITAL,EQUIP. MATERIAL PERMANENTE,2012,888.13
6069,INSTITUTO METROPOLE DIGITAL,MATERIAL DE CONSUMO,2012,454.36
6069,INSTITUTO METROPOLE DIGITAL,SERV. PESSOA FÍSICA,2012,615.5
6069,INSTITUTO METROPOLE DIGITAL,SERV. PESSOA JURÍDICA,2012,343.41
6069,INSTITUTO METROPOLE DIGITAL,AUX. FINANCEIRO ESTUDANTE,2012,0.0
6069,INSTITUTO METROPOLE DIGITAL,PASSAGENS,2012,110.44
6481,INTEGRAÇÃO AGRICULTURA-PECUÁRIA-PISCICULTURA POR MEIO DA IMPLANTAÇÃO DE BIODIGESTOR EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE-RN NA PERSPECTIVA AGROECOLÓGICA.,SERV. PESSOA JURÍDICA,2012,81.04
6481,INTEGRAÇÃO AGRICULTURA-PECUÁRIA-PISCICULTURA POR MEIO DA IMPLANTAÇÃO DE BIODIGESTOR EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE-RN NA PERSPECTIVA AGROECOLÓGICA.,EQUIP. MATERIAL PERMANENTE,2012,528.37
6481,INTEGRAÇÃO AGRICULTURA-PECUÁRIA-PISCICULTURA POR MEIO DA IMPLANTAÇÃO DE BIODIGESTOR EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE-RN NA PERSPECTIVA AGROECOLÓGICA.,CUSTEIO,2012,655.1
6481,INTEGRAÇÃO AGRICULTURA-PECUÁRIA-PISCICULTURA POR MEIO DA IMPLANTAÇÃO DE BIODIGESTOR EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE-RN NA PERSPECTIVA AGROECOLÓGICA.,DIÁRIAS,2012,747.94
6481,INTEGRAÇÃO AGRICULTURA-PECUÁRIA-PISCICULTURA POR MEIO DA IMPLANTAÇÃO DE BIODIGESTOR EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE-RN NA PERSPECTIVA AGROECOLÓGICA.,CAPITAL,2012,750.0
6481,INTEGRAÇÃO AGRICULTURA-PECUÁRIA-PISCICULTURA POR MEIO DA IMPLANTAÇÃO DE BIODIGESTOR EM ASSENTAMENTOS DE REFORMA AGRÁRIA DA REGIÃO DO MATO GRANDE-RN NA PERSPECTIVA AGROECOLÓGICA.,MATERIAL DE CONSUMO,2012,267.68
7021,I SEMANA AGRONÔMICA DA UFRN,SERV. PESSOA JURÍDICA,2012,106.1
7021,I SEMANA AGRONÔMICA DA UFRN,DIÁRIAS,2012,0.0
7021,I SEMANA AGRONÔMICA DA UFRN,CUSTEIO,2012,797.5
7021,I SEMANA AGRONÔMICA DA UFRN,PASSAGENS,2012,104.14
6916,I SEMINÁRIO DE SISTEMATIZAÇÃO DA ASSISTENCIA DE ENFERMAGEM DOS HOSPITAIS UNIVERSITARIOS DA UFRN,CUSTEIO,2012,600.0
6034,IV CURSO DE ESPECIALIZAÇÃO EM DIREITO CONSTITUCIONAL,SERV. PESSOA FÍSICA,2012,200.0
6034,IV CURSO DE ESPECIALIZAÇÃO EM DIREITO CONSTITUCIONAL,SERV. PESSOA JURÍDICA,2012,400.0
6034,IV CURSO DE ESPECIALIZAÇÃO EM DIREITO CONSTITUCIONAL,CUSTEIO,2012,164.65
6034,IV CURSO DE ESPECIALIZAÇÃO EM DIREITO CONSTITUCIONAL,EQUIP. MATERIAL PERMANENTE,2012,747.19
6034,IV CURSO DE ESPECIALIZAÇÃO EM DIREITO CONSTITUCIONAL,MATERIAL DE CONSUMO,2012,613.19
6034,IV CURSO DE ESPECIALIZAÇÃO EM DIREITO CONSTITUCIONAL,OBRIGAÇÕES PATRONAIS,2012,900.0
5996,JERIMUM JAZZ,CUSTEIO,2012,0.0
5996,JERIMUM JAZZ,OBRIGAÇÕES PATRONAIS,2012,0.0
5996,JERIMUM JAZZ,SERV. PESSOA FÍSICA,2012,0.0
1465,JOGOS UNIVERSITÁRIOS,SERV. PESSOA JURÍDICA,2012,450.53
1465,JOGOS UNIVERSITÁRIOS,PASSAGENS,2012,342.92
1465,JOGOS UNIVERSITÁRIOS,CUSTEIO,2012,0.0
1465,JOGOS UNIVERSITÁRIOS,AUX. FINANCEIRO ESTUDANTE,2012,200.0
1465,JOGOS UNIVERSITÁRIOS,DIÁRIAS,2012,209.56
1465,JOGOS UNIVERSITÁRIOS,MATERIAL DE CONSUMO,2012,920.26
5419,LABORATORIO DE MEDIDAS HORMONAIS-DEP.DE FISIOLOGIA,OBRIGAÇÕES PATRONAIS,2012,621.4
5419,LABORATORIO DE MEDIDAS HORMONAIS-DEP.DE FISIOLOGIA,SERV. PESSOA JURÍDICA,2012,0.0
5419,LABORATORIO DE MEDIDAS HORMONAIS-DEP.DE FISIOLOGIA,SERV. PESSOA FÍSICA,2012,107.0
5419,LABORATORIO DE MEDIDAS HORMONAIS-DEP.DE FISIOLOGIA,AUX. FINANCEIRO ESTUDANTE,2012,350.0
5419,LABORATORIO DE MEDIDAS HORMONAIS-DEP.DE FISIOLOGIA,CUSTEIO,2012,362.48
5419,LABORATORIO DE MEDIDAS HORMONAIS-DEP.DE FISIOLOGIA,EQUIP. MATERIAL PERMANENTE,2012,689.0
6924,LABORATORIO DE METROLOGIA/FUNPEC,CUSTEIO,2012,783.76
6924,LABORATORIO DE METROLOGIA/FUNPEC,SERV. PESSOA JURÍDICA,2012,163.04
7148,LABORATÓRIO DE PESQUISA EM PETRÓLEO - LAPET,SERV. PESSOA JURÍDICA,2012,20.0
5997,MADRIGAL,MATERIAL DE CONSUMO,2012,19.97
5997,MADRIGAL,CUSTEIO,2012,320.03
6824,MAESTRO - UM METRÔNOMO REPENSADO,CUSTEIO,2012,681.06
6824,MAESTRO - UM METRÔNOMO REPENSADO,PASSAGENS,2012,0.0
1462,MANUTENÇÃO DA REITORIA,CUSTEIO,2012,62.9
1462,MANUTENÇÃO DA REITORIA,LOC. MÃO-DE-OBRA,2012,445.93
1462,MANUTENÇÃO DA REITORIA,SERV. PESSOA JURÍDICA,2012,883.57
6913,MASTERCLASSES COM JOEL KROSNICK,CUSTEIO,2012,850.0
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,OBRAS E INSTALAÇÕES,2012,851.5
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,AUX. FINANCEIRO ESTUDANTE,2012,750.0
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,CUSTEIO,2012,8.3
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,DIÁRIAS,2012,125.25
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,DIV.EXERCÍCIOS ANTERIORES,2012,715.99
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,EQUIP. MATERIAL PERMANENTE,2012,793.12
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,LOC. MÃO-DE-OBRA,2012,943.76
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,MATERIAL DE CONSUMO,2012,394.69
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,OBRIGAÇÕES CONTRIBUTIVAS,2012,663.24
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,PASSAGENS,2012,641.98
447,MATERNIDADE ESCOLA JANUÁRIO CICCO,SERV. PESSOA JURÍDICA,2012,942.74
6675,MC - CAPACITAÇÃO P/ A JUVENTUDE RURAL,SERV. PESSOA JURÍDICA,2012,0.0
6675,MC - CAPACITAÇÃO P/ A JUVENTUDE RURAL,AUX. FINANCEIRO ESTUDANTE,2012,840.0
6675,MC - CAPACITAÇÃO P/ A JUVENTUDE RURAL,MATERIAL DE CONSUMO,2012,280.97
6675,MC - CAPACITAÇÃO P/ A JUVENTUDE RURAL,SERV. PESSOA FÍSICA,2012,0.0
7102,MCTI - II SIMPÓSIO BRASILEIRO DO POTENCIAL ENERGÉTICO DAS MICROALGAS,SERV. PESSOA JURÍDICA,2012,0.0
5243,MCTI - INSTITUTO INTERNACIONAL DE FÍSICA,SERV. PESSOA JURÍDICA,2012,0.0
7113,MCTI - TDC 07/2012 - NUTECA,CUSTEIO,2012,877.98
7113,MCTI - TDC 07/2012 - NUTECA,SERV. PESSOA JURÍDICA,2012,500.0
7113,MCTI - TDC 07/2012 - NUTECA,MATERIAL DE CONSUMO,2012,622.02
7113,MCTI - TDC 07/2012 - NUTECA,TRANF.PJ,2012,0.0
7113,MCTI - TDC 07/2012 - NUTECA,EQUIP. MATERIAL PERMANENTE,2012,340.21
7113,MCTI - TDC 07/2012 - NUTECA,CAPITAL,2012,402.33
6399,MCT - OBSERVATÓRIO NACIONAL/UFRN,CUSTEIO,2012,0.0
6839,ME - MODERNIZAÇÃO DA INFRAESTRURA DO PARQUE POLIESPORTIVO,OBRAS E INSTALAÇÕES,2012,714.06
6839,ME - MODERNIZAÇÃO DA INFRAESTRURA DO PARQUE POLIESPORTIVO,SERV. PESSOA JURÍDICA,2012,915.22
7060,ME - PORT. 100/12 - CONGRESSOS PARADESPORTIVOS,MATERIAL DE CONSUMO,2012,74.35
7060,ME - PORT. 100/12 - CONGRESSOS PARADESPORTIVOS,SERV. PESSOA FÍSICA,2012,100.0
7060,ME - PORT. 100/12 - CONGRESSOS PARADESPORTIVOS,OBRIGAÇÕES PATRONAIS,2012,0.0
7060,ME - PORT. 100/12 - CONGRESSOS PARADESPORTIVOS,SERV. PESSOA JURÍDICA,2012,921.75
1461,MONITORIA,SERV. PESSOA FÍSICA,2012,20.0
1461,MONITORIA,CUSTEIO,2012,0.0
7223,MPA - TC Nº 01/2012 - AQUICULTURA,OBRAS E INSTALAÇÕES,2012,374.0
7223,MPA - TC Nº 01/2012 - AQUICULTURA,MATERIAL DE CONSUMO,2012,793.66
7223,MPA - TC Nº 01/2012 - AQUICULTURA,EQUIP. MATERIAL PERMANENTE,2012,403.0
7195,MP/SLTI - TC Nº 06/2012 - SINFOR,SERV. PESSOA JURÍDICA,2012,0.0
6841,MPS/UFRN,TRANSFERENCIAS,2012,543.0
4618,MTE - PROJETO APICULTURA,DIÁRIAS,2012,658.02
4618,MTE - PROJETO APICULTURA,CUSTEIO,2012,36.43
4618,MTE - PROJETO APICULTURA,MATERIAL DE CONSUMO,2012,511.24
290,MUSEU CÂMARA CASCUDO,EQUIP. MATERIAL PERMANENTE,2012,148.44
290,MUSEU CÂMARA CASCUDO,DIÁRIAS,2012,468.24
290,MUSEU CÂMARA CASCUDO,LOC. MÃO-DE-OBRA,2012,758.23
290,MUSEU CÂMARA CASCUDO,SERV. PESSOA JURÍDICA,2012,753.32
290,MUSEU CÂMARA CASCUDO,MATERIAL DE CONSUMO,2012,404.31
290,MUSEU CÂMARA CASCUDO,PASSAGENS,2012,963.18
290,MUSEU CÂMARA CASCUDO,CUSTEIO,2012,730.12
1487,MUSEU DE CIENCIAS,PERMANENTE /EXERCICIO ANTERIOR,2012,395.0
1488,NÚCLEO CÂMARA CASCUDO DE ESTUDOS,CUSTEIO,2012,629.18
5404,NÚCLEO DE ACESSIBILIDADE DA UFRN,CUSTEIO,2012,40.06
5404,NÚCLEO DE ACESSIBILIDADE DA UFRN,EQUIP. MATERIAL PERMANENTE,2012,59.8
5404,NÚCLEO DE ACESSIBILIDADE DA UFRN,MATERIAL DE CONSUMO,2012,828.43
5404,NÚCLEO DE ACESSIBILIDADE DA UFRN,TRANF.PJ,2012,198.0
5404,NÚCLEO DE ACESSIBILIDADE DA UFRN,PASSAGENS,2012,376.59
5404,NÚCLEO DE ACESSIBILIDADE DA UFRN,SERV. PESSOA JURÍDICA,2012,804.14
5404,NÚCLEO DE ACESSIBILIDADE DA UFRN,AUX. FINANCEIRO ESTUDANTE,2012,750.0
291,NÚCLEO DE ARTE E CULTURA,EQUIP. MATERIAL PERMANENTE,2012,536.26
291,NÚCLEO DE ARTE E CULTURA,SERV. PESSOA JURÍDICA,2012,18.19
291,NÚCLEO DE ARTE E CULTURA,OBRIGAÇÕES PATRONAIS,2012,700.0
291,NÚCLEO DE ARTE E CULTURA,MATERIAL DE CONSUMO,2012,451.66
291,NÚCLEO DE ARTE E CULTURA,DIÁRIAS,2012,0.0
291,NÚCLEO DE ARTE E CULTURA,SERV. PESSOA FÍSICA,2012,500.0
291,NÚCLEO DE ARTE E CULTURA,CUSTEIO,2012,642.68
291,NÚCLEO DE ARTE E CULTURA,PASSAGENS,2012,698.39
6709,NÚCLEO DE ASSISTÊNCIA À SEGURANÇA E SAÚDE DO TRABALHADOR-NATAL/RN,CUSTEIO,2012,500.0
2597,NÚCLEO DE ESTUDOS EM PETRÓLEO E GÁS NATURAL,SERV. PESSOA JURÍDICA,2012,495.42
2597,NÚCLEO DE ESTUDOS EM PETRÓLEO E GÁS NATURAL,CUSTEIO,2012,89.86
292,NÚCLEO DE HEMATOLOGIA E HEMOTERAPIA,LOC. MÃO-DE-OBRA,2012,928.26
292,NÚCLEO DE HEMATOLOGIA E HEMOTERAPIA,CUSTEIO,2012,120.25
292,NÚCLEO DE HEMATOLOGIA E HEMOTERAPIA,SERV. PESSOA JURÍDICA,2012,973.04
292,NÚCLEO DE HEMATOLOGIA E HEMOTERAPIA,DIÁRIAS,2012,377.16
292,NÚCLEO DE HEMATOLOGIA E HEMOTERAPIA,OBRIGAÇÕES CONTRIBUTIVAS,2012,331.62
292,NÚCLEO DE HEMATOLOGIA E HEMOTERAPIA,MATERIAL DE CONSUMO,2012,216.55
292,NÚCLEO DE HEMATOLOGIA E HEMOTERAPIA,EQUIP. MATERIAL PERMANENTE,2012,265.0
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,LOC. MÃO-DE-OBRA,2012,551.58
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,PASSAGENS,2012,533.07
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,SERV. PESSOA FÍSICA,2012,782.1
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,DIÁRIAS,2012,990.45
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,MATERIAL DE CONSUMO,2012,757.64
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,DIV.EXERCÍCIOS ANTERIORES,2012,827.96
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,EQUIP. MATERIAL PERMANENTE,2012,680.04
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,SERV. PESSOA JURÍDICA,2012,453.58
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,CUSTEIO,2012,120.78
252,NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,OBRIGAÇÕES PATRONAIS,2012,300.0
1467,NÚCLEO DE REDES AVANÇADAS,SERV. PESSOA JURÍDICA,2012,625.57
1467,NÚCLEO DE REDES AVANÇADAS,CUSTEIO,2012,447.61
1467,NÚCLEO DE REDES AVANÇADAS,MATERIAL DE CONSUMO,2012,111.93
6033,"NUCLEO INTERDISCIPLINAR DE ESTUDOS EM DIVERSIDADE SEXUAL, GENERO E DIREITOS HUMANOS TIRESIA/UFRN",EQUIP. MATERIAL PERMANENTE,2012,705.81
253,NÚCLEO PERMANENTE DE CONCURSOS,EQUIP. MATERIAL PERMANENTE,2012,200.8
253,NÚCLEO PERMANENTE DE CONCURSOS,AUX. FINANCEIRO ESTUDANTE,2012,483.54
253,NÚCLEO PERMANENTE DE CONCURSOS,CUSTEIO,2012,689.51
253,NÚCLEO PERMANENTE DE CONCURSOS,DIÁRIAS,2012,607.4
253,NÚCLEO PERMANENTE DE CONCURSOS,LOC. MÃO-DE-OBRA,2012,97.76
253,NÚCLEO PERMANENTE DE CONCURSOS,MATERIAL DE CONSUMO,2012,678.17
253,NÚCLEO PERMANENTE DE CONCURSOS,OBRIGAÇÕES PATRONAIS,2012,960.63
253,NÚCLEO PERMANENTE DE CONCURSOS,PASSAGENS,2012,6.6
253,NÚCLEO PERMANENTE DE CONCURSOS,SERV. PESSOA FÍSICA,2012,96.28
253,NÚCLEO PERMANENTE DE CONCURSOS,SERV. PESSOA JURÍDICA,2012,23.29
6915,"OBOÉ, MÚSICA DE CÂMARA E TECNOLOGIA ",CUSTEIO,2012,351.0
6915,"OBOÉ, MÚSICA DE CÂMARA E TECNOLOGIA ",PASSAGENS,2012,0.0
6999,O ENSINO COOPERATIVO EM GRANDES TURMAS COMO INSTRUMENTO PARA A QUALIDADE E EXCELÊNCIA DA EDUCAÇÃO SUPERIOR,EQUIP. MATERIAL PERMANENTE,2012,380.0
6999,O ENSINO COOPERATIVO EM GRANDES TURMAS COMO INSTRUMENTO PARA A QUALIDADE E EXCELÊNCIA DA EDUCAÇÃO SUPERIOR,SERV. PESSOA JURÍDICA,2012,445.88
7112,OPAS/ONS  7º COLAOB,SERV. PESSOA JURÍDICA,2012,361.5
7112,OPAS/ONS  7º COLAOB,PASSAGENS,2012,637.2
6825,O REPERTÓRIO PARA VOZ E PIANO DA PRIMEIRA METADE DO SÉCULO XX: UMA ABORDAGEM TÉCNICO- INTERPRETATIVA DE OBRAS SELECIONADAS DE AUTORES BRASILEIROS E ESTRANGEIROS,CUSTEIO,2012,0.0
6881,ORQUESTRA POTIGUAR DE CLARINETAS,CUSTEIO,2012,626.0
6656,PACATO CIDADÃO &#150; PROGRAMA INSTITUCIONAL PARA ORIENTAÇÃO SOCIAL-EDUCATIVA DE JOVENS POTIGUARES PELA RÁDIO DA UFRN,CUSTEIO,2012,289.48
1469,PAIUB,CUSTEIO,2012,200.0
6491,PARCERIAS SOCIAL PELA MOBILIDADE,CUSTEIO,2012,373.6
6491,PARCERIAS SOCIAL PELA MOBILIDADE,CAPITAL,2012,840.0
6491,PARCERIAS SOCIAL PELA MOBILIDADE,MATERIAL DE CONSUMO,2012,493.96
6015,PARQUE DAS CIÊNCIAS,CUSTEIO,2012,800.0
6015,PARQUE DAS CIÊNCIAS,AUX. FINANCEIRO ESTUDANTE,2012,0.0
1464,PARQUE POLIESPORTIVO,SERV. PESSOA JURÍDICA,2012,308.43
1464,PARQUE POLIESPORTIVO,LOC. MÃO-DE-OBRA,2012,627.78
1464,PARQUE POLIESPORTIVO,CUSTEIO,2012,863.73
1448,PASEP,OBRIGAÇÕES PATRONAIS,2012,478.72
6710,PASSE - PROMOVENDO A ALIMENTAÇÃO SEGURA E SAUDÁVEL NAS ESCOLAS,CUSTEIO,2012,700.0
6710,PASSE - PROMOVENDO A ALIMENTAÇÃO SEGURA E SAUDÁVEL NAS ESCOLAS,MATERIAL DE CONSUMO,2012,228.74
5998,PAU E LATA,CUSTEIO,2012,797.38
5775,PJ049-2011 - GESTÃO DE AGROINDÚSTRIA ASSOCIATIVA,SERV. PESSOA JURÍDICA,2012,62.0
5775,PJ049-2011 - GESTÃO DE AGROINDÚSTRIA ASSOCIATIVA,CUSTEIO,2012,306.44
5775,PJ049-2011 - GESTÃO DE AGROINDÚSTRIA ASSOCIATIVA,MATERIAL DE CONSUMO,2012,50.22
5806,PJ063-2011 - ROBÓTICA EDUCACIONAL COMO METODOLOGIA PARA INCLUSÃO DIGITAL,CUSTEIO,2012,55.0
5783,PJ066-2011 - UNIVERSIDADE MAIS PUBLICA:UMA ESTRATÉGIA PARA INGRESSO NO ENSINO SUPERIOR,CUSTEIO,2012,287.03
5776,PJ070-2011 - DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE BOVINO DE PEQUENOS PRODUTORES RURAIS DE SANTANA DO MATOS. (RENOVAÇÂO),CUSTEIO,2012,324.99
5777,PJ071-2011 DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE DE PEQUENOS PRODUTORES RURAIS DO SEMIÁRIDO,CUSTEIO,2012,45.67
5778,PJ072-2011 - OTIMIZAÇÃO NO PROCESSAMENTO E NA COMERCIALIZAÇÃO DO PESCADO PRODUZIDO NA REGIÃO DO MATO GRANDE,CUSTEIO,2012,27.95
5807,PJ077-2011 - CAPACITAR PARA INCLUIR: RECICLAGEM E RECONDICIONAMENTO DE SUCATAS ELETRÔNICAS COMO FERRAMENTA DE INCLUSÃO DIGITAL,CUSTEIO,2012,485.0
5802,PJ078-2011 - ECOSÁBADO: SENSIBILIZAÇÃO PARA O CONSUMO SUSTENTÁVEL,CUSTEIO,2012,450.0
5803,PJ086-2011 - TECENDO BOAS PRÁTICAS,CUSTEIO,2012,159.89
5784,PJ106-2011 - EDUCAÇÃO PERMANENTE: FERRAMENTA ESSENCIAL PARA A QUALIDADE DA ASSISTÊNCIA DE ENFERMAGEM NOS SERVIÇOS DE URGÊNCIA E EMERGÊNCIA.,CUSTEIO,2012,637.87
5785,"PJ107-2011 - EDUCAÇÃO, SAÚDE E CIDADANIA: UM DESPERTAR PARA A REALIDADE",CUSTEIO,2012,160.55
5786,PJ109-2011 - GRUPO DE APOIO AO RECÉM-NASCIDO DE RISCO E FAMÍLIA DO HOSPITAL ANA BEZERRA EM SANTA CRUZ-RN,CUSTEIO,2012,904.53
5795,PJ119-2011 - PROJETO NASCER NA ADOLESCÊNCIA,CUSTEIO,2012,228.0
5779,PJ151-2011 - SUINOCULTURA ORGÂNICA EM SISTEMA DE CONDOMÍNIO NO ESTADO DO RIO GRANDE DO NORTE: AVALIAÇÃO E VIABILIDADE,CUSTEIO,2012,611.0
6948,PLANO NAC. FORM. PROF. EDUC. BÁSICA - PARFOR,CUSTEIO,2012,539.42
6948,PLANO NAC. FORM. PROF. EDUC. BÁSICA - PARFOR,OBRIGAÇÕES PATRONAIS,2012,800.0
6948,PLANO NAC. FORM. PROF. EDUC. BÁSICA - PARFOR,SERV. PESSOA FÍSICA,2012,0.0
6948,PLANO NAC. FORM. PROF. EDUC. BÁSICA - PARFOR,MATERIAL DE CONSUMO,2012,449.84
6948,PLANO NAC. FORM. PROF. EDUC. BÁSICA - PARFOR,SERV. PESSOA JURÍDICA,2012,331.5
6948,PLANO NAC. FORM. PROF. EDUC. BÁSICA - PARFOR,DIÁRIAS,2012,890.6
6948,PLANO NAC. FORM. PROF. EDUC. BÁSICA - PARFOR,PASSAGENS,2012,0.0
6711,PLANTÃO PSICOLÓGICO NUMA UNIDADE ACADÊMICA DE ENSINO SUPERIOR: UMA EXPERIÊNCIA EM SANTA CRUZ,SERV. PESSOA JURÍDICA,2012,468.0
6711,PLANTÃO PSICOLÓGICO NUMA UNIDADE ACADÊMICA DE ENSINO SUPERIOR: UMA EXPERIÊNCIA EM SANTA CRUZ,CUSTEIO,2012,500.0
6448,PNAES/INCLUSAO DIGITAL,CUSTEIO,2012,0.0
2664,POLÍTICA DE ESPORTES,PASSAGENS,2012,0.0
2664,POLÍTICA DE ESPORTES,AUX. FINANCEIRO ESTUDANTE,2012,120.0
2664,POLÍTICA DE ESPORTES,EQUIP. MATERIAL PERMANENTE,2012,825.51
2664,POLÍTICA DE ESPORTES,SERV. PESSOA JURÍDICA,2012,627.53
2664,POLÍTICA DE ESPORTES,MATERIAL DE CONSUMO,2012,155.27
2664,POLÍTICA DE ESPORTES,DIÁRIAS,2012,918.58
2664,POLÍTICA DE ESPORTES,CUSTEIO,2012,972.55
5533,POP/RN/RECURSOS PRÓPRIOS,SERV. PESSOA JURÍDICA,2012,600.0
5533,POP/RN/RECURSOS PRÓPRIOS,CUSTEIO,2012,770.0
5049,PQI/INSTITUCIONAL,CUSTEIO,2012,0.0
1460,PRH/CONCURSOS,SERV. PESSOA JURÍDICA,2012,700.0
1460,PRH/CONCURSOS,CUSTEIO,2012,0.0
251,PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS,AUX. FINANCEIRO ESTUDANTE,2012,800.0
251,PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS,SERV. PESSOA JURÍDICA,2012,768.13
