id_unidade,codigo,nome_unidade,sigla,municipio,id_unidade_gestora,unidade_gestora,id_unidade_responsavel,unidade_responsavel,hierarquia,data_criacao,classificacao_unidade,nivel_organizacional,ambiente_organizacional_unidade,tipo_unidade_organizacional,area_atuacao_unidade
5101,130133,COORDENACAO DE POS-GRADUACAO EM PSICOLOGIA,PGP,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",135,DIRECAO DO CCHLA,.442.135.5101.,07/04/2009,ACADÊMICA,TÁTICO,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
1626,1638,COORDENACAO DE POS-GRAGUACAO EM CIENCIAS CONTABEIS,COOR-PGCCO,NATAL,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,.443.1626.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
6197,151111,COORDENACAO DE PROJETOS ESPECIAIS DE FORMACAO,CPEF/DEF,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,199,DEPARTAMENTO DE EDUCACAO FISICA,.441.199.6197.,20/09/2011,ACADÊMICA,TÁTICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,MEIO
9048,11220106,COORDENACAO DE TI,COORD/TI/EAJ,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,3303,DIRECAO DA EAJ,.605.351.3303.9048.,02/12/2014,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,ASSESSORIA                                                  ,FIM
165,1602,COORDENACAO DO CURSO DE ADMINISTRACAO,CORAD/CCSA,NATAL,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,.443.165.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
5375,112206,COORDENACAO DO CURSO DE AGRONOMIA,CAJ,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.5375.,14/11/2011,ACADÊMICA,TÁTICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
7272,1122010205,COORDENACAO DO CURSO DE ANALISE E DESENVOLVIMENTO DE SISTEMAS,CCADS/EAJ,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,9039,DIRECAO DE ENSINO - MAGISTERIO SUPERIOR,.605.351.3303.9039.7272.,01/01/2000,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
187,1705,COORDENACAO DO CURSO DE AQUICULTURA,CCA/CB,NATAL,440,CENTRO DE BIOCIENCIAS,440,CENTRO DE BIOCIENCIAS,.440.187.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,COORDENAÇÃO                                                 ,FIM
91,1401,COORDENACAO DO CURSO DE ARQUITETURA E URBANISMO,CAU/CT,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.91.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
4089,130121,COORDENACAO DO CURSO DE ARTES VISUAIS,COARTV,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",135,DIRECAO DO CCHLA,.442.135.4089.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
7206,110005020304,COORDENACAO DO CURSO DE BACHARELADO EM TECNOLOGIA DA INFORMACAO - IMD,TECIMET,NATAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,10082,DIRETORIA DE ENSINO - IMD,.605.6069.7147.10082.7206.,01/01/2000,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
166,1603,COORDENACAO DO CURSO DE BIBLIOTECONOMIA,CCBIB/CCSA,NATAL,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,.443.166.,24/06/1974,ACADÊMICA,TÁTICO,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
415,1706,COORDENACAO DO CURSO DE BIOMEDICINA,CBIOM/CB,NATAL,440,CENTRO DE BIOCIENCIAS,440,CENTRO DE BIOCIENCIAS,.440.415.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,COORDENAÇÃO                                                 ,FIM
4696,1280,COORDENACAO DO CURSO DE CIENCIAS ATUARIAIS,CCCA/CCET,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,.439.4696.,11/03/2019,ACADÊMICA,ESTRATÉGICO,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
4854,120102,COORDENACAO DO CURSO DE CIENCIAS ATUARIAIS,CCCA,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,119,ADMINISTRACAO DO CCET,.439.119.4854.,01/10/2007,ADMINISTRATIVA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
167,1604,COORDENACAO DO CURSO DE CIENCIAS CONTABEIS,CCONT/CCSA,NATAL,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,.443.167.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
127,1216,COORDENACAO DO CURSO DE CIENCIAS DA COMPUTACAO,CCCC/CCET,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,.439.127.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
168,1605,COORDENACAO DO CURSO DE CIENCIAS ECONOMICAS,CCECO/CCSA,NATAL,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,.443.168.,24/06/1974,ACADÊMICA,TÁTICO,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
4889,11250401,COORDENACAO DO CURSO DE CIENCIAS E TECNOLOGIA,CCCT,NATAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,10524,CURSOS DE GRADUACAO VINCULADOS A ECT,.605.4885.10524.4889.,01/12/2008,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
10400,1365,COORDENACAO DO CURSO DE CIENCIAS SOCIAIS - BACHARELADO,CCCiS/BA/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",.442.10400.,25/10/2018,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
146,1303,COORDENACAO DO CURSO DE CIENCIAS SOCIAIS - LICENCIATURA,CCCiS/LIC/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",.442.146.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
147,1304,COORDENACAO DO CURSO DE COMUNICACAO SOCIAL,CCCoS/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",.442.147.,24/06/1974,ACADÊMICA,OPERACIONAL,"ARTES, COMUNICAÇÃO E DIFUSÃO                      ",COORDENAÇÃO                                                 ,FIM
4852,130127,COORDENACAO DO CURSO DE DANCA,CCD,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",135,DIRECAO DO CCHLA,.442.135.4852.,01/10/2007,ACADÊMICA,TÁTICO,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
169,1606,COORDENACAO DO CURSO DE DIREITO,CCDIR/CCSA,NATAL,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,.443.169.,24/06/1974,ACADÊMICA,TÁTICO,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
429,1704,COORDENACAO DO CURSO DE ECOLOGIA,ECO/CB,NATAL,440,CENTRO DE BIOCIENCIAS,440,CENTRO DE BIOCIENCIAS,.440.429.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,COORDENAÇÃO                                                 ,FIM
4090,130122,COORDENACAO DO CURSO DE EDUCACAO ARTISTICA/CCHLA,coeart,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",135,DIRECAO DO CCHLA,.442.135.4090.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
206,1502,COORDENACAO DO CURSO DE EDUCACAO FISICA - LICENCIATURA,CCEDFIS/LIC/CCS,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,441,CENTRO DE CIENCIAS DA SAUDE,.441.206.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,COORDENAÇÃO                                                 ,FIM
207,1503,COORDENACAO DO CURSO DE ENFERMAGEM,CCENF/CCS,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,441,CENTRO DE CIENCIAS DA SAUDE,.441.207.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,COORDENAÇÃO                                                 ,FIM
4557,103204,COORDENACAO DO CURSO DE ENFERMAGEM - SANTA CRUZ,COOR-ENF-SC,SANTA CRUZ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,4890,FACULDADE DE CIENCIAS DA SAUDE DO TRAIRI - FACISA,.605.4890.4557.,01/12/2008,ACADÊMICA,TÁTICO,CIÊNCIAS DA SAÚDE                                 ,COORDENAÇÃO                                                 ,FIM
5964,1449,COORDENACAO DO CURSO DE ENGENHARIA AMBIENTAL,CCEACTR,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.5964.,07/01/2009,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
5374,1743,COORDENACAO DO CURSO DE ENGENHARIA DE AQUICULTURA,CEA,NATAL,440,CENTRO DE BIOCIENCIAS,440,CENTRO DE BIOCIENCIAS,.440.5374.,01/03/2011,ADMINISTRATIVA,GERENCIAL,ADMINISTRATIVO                                    ,ASSESSORIA                                                  ,FIM
5281,1476,COORDENACAO DO CURSO DE ENGENHARIA DE PETROLEO,CCEP/CT,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.5281.,14/08/2012,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
5099,120506,COORDENACAO DO CURSO DE ENGENHARIA DE SOFTWARE,ES,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,125,DEPARTAMENTO DE INFORMATICA E MATEMATICA APLICADA,.439.125.5099.,26/05/2009,ACADÊMICA,TÁTICO,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
6040,1452,COORDENACAO DO CURSO DE ENGENHARIA DE TELECOMUNICACOES,CCETEL,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.6040.,04/12/2012,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
4702,112215,COORDENACAO DO CURSO DE ENGENHARIA FLORESTAL,CCEF/EAJ,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.4702.,01/01/2009,ACADÊMICA,TÁTICO,AGROPECUÁRIO                                      ,COORDENAÇÃO                                                 ,FIM
5632,1448,COORDENACAO DO CURSO DE ENGENHARIA MECATRONICA,CCEMECTR,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.5632.,22/08/2012,ACADÊMICA,TÁTICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
1563,1225,COORDENACAO DO CURSO DE ESTATISTICA,CCE/CCET,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,.439.1563.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
208,1504,COORDENACAO DO CURSO DE FARMACIA,CCFARM/CCS,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,441,CENTRO DE CIENCIAS DA SAUDE,.441.208.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,COORDENAÇÃO                                                 ,FIM
150,1306,COORDENACAO DO CURSO DE FILOSOFIA - LICENCIATURA,CCF/LIC/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",.442.150.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
129,1217,COORDENACAO DO CURSO DE FISICA,CCF/CCET,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,.439.129.,24/06/1974,ACADÊMICA,TÁTICO,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
209,1505,COORDENACAO DO CURSO DE FISIOTERAPIA,CCFISIO/CCS,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,441,CENTRO DE CIENCIAS DA SAUDE,.441.209.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,COORDENAÇÃO                                                 ,FIM
4326,1277,COORDENACAO DO CURSO DE GEOFISICA,COORD/GEOFÍS,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,.439.4326.,01/01/2010,ACADÊMICA,TÁTICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
151,131702,COORDENACAO DO CURSO DE GEOGRAFIA - BACHARELADO,CCGB/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",142,DEPARTAMENTO DE GEOGRAFIA/CCHLA,.442.142.151.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
7280,1625,COORDENACAO DO CURSO DE GESTAO DE COOPERATIVAS,CCGCOOP/CCSA,NATAL,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,.443.7280.,04/10/2018,ACADÊMICA,TÁTICO,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
4701,59069010,COORDENACAO DO CURSO DE GESTAO DE POLITICAS PUBLICAS,CCGPP/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",.442.4701.,03/06/2008,ACADÊMICA,TÁTICO,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
4855,130129,COORDENACAO DO CURSO DE GESTAO EM POLITICAS PUBLICAS,CCGPP,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",135,DIRECAO DO CCHLA,.442.135.4855.,01/10/2007,ACADÊMICA,TÁTICO,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
4851,153205,COORDENACAO DO CURSO DE GRADUACAO EM SAUDE COLETIVA,GSC,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,389,ADMINISTRACAO DO CENTRO DE CIENCIAS DA SAUDE,.441.389.4851.,01/10/2007,ACADÊMICA,TÁTICO,CIÊNCIAS DA SAÚDE                                 ,COORDENAÇÃO                                                 ,FIM
4398,1169020204,COORDENACAO DO CURSO DE GRADUACAO TECNOLOGICA,COORDCGT,NATAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,3994,DIRETORIA DE ENSINO DOS CURSOS TECNICOS,.605.205.3994.4398.,24/06/1974,ADMINISTRATIVA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,COORDENAÇÃO                                                 ,FIM
152,1308,COORDENACAO DO CURSO DE HISTORIA - LICENCIATURA,CCH/LIC/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",.442.152.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
153,131901,COORDENACAO DO CURSO DE LETRAS,CCL/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",138,DEPARTAMENTO DE LETRAS,.442.138.153.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
10110,131907,COORDENACAO DO CURSO DE LETRAS- LINGUA ESPANHOLA,CCL/ESP/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",138,DEPARTAMENTO DE LETRAS,.442.138.10110.,01/01/2000,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
10107,131905,COORDENACAO DO CURSO DE LETRAS- LINGUA FRANCESA,CCL/FRAN/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",138,DEPARTAMENTO DE LETRAS,.442.138.10107.,20/02/2017,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
10109,131906,COORDENACAO DO CURSO DE LETRAS- LINGUA INGLESA,CCL/ING/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",138,DEPARTAMENTO DE LETRAS,.442.138.10109.,20/02/2017,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
10106,131904,COORDENACAO DO CURSO DE LETRAS- LINGUA PORTUGUESA,CCL/PORT/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",138,DEPARTAMENTO DE LETRAS,.442.138.10106.,02/02/2017,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
210,1506,COORDENACAO DO CURSO DE MEDICINA,CCMED/CCS,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,441,CENTRO DE CIENCIAS DA SAUDE,.441.210.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,COORDENAÇÃO                                                 ,FIM
8710,11322902,COORDENACAO DO CURSO DE MEDICINA MULTICAMPI,Coord/MedMult,CAICÓ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,7278,ESCOLA MULTICAMPI DE CIENCIAS MEDICAS DO RIO GRANDE DO NORTE,.605.262.7278.8710.,01/03/1993,ADMINISTRATIVA,GERENCIAL,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
8117,1221,COORDENACAO DO CURSO DE METEOROLOGIA,CCMET,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,.439.8117.,01/01/2014,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
211,1507,COORDENACAO DO CURSO DE NUTRICAO,CCNUT/CCS,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,441,CENTRO DE CIENCIAS DA SAUDE,.441.211.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,COORDENAÇÃO                                                 ,FIM
212,1508,COORDENACAO DO CURSO DE ODONTOLOGIA,CCODONT/CCS,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,441,CENTRO DE CIENCIAS DA SAUDE,.441.212.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,COORDENAÇÃO                                                 ,FIM
171,1608,COORDENACAO DO CURSO DE PEDAGOGIA,CCPED/CCSA,NATAL,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,.443.171.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
154,1311,COORDENACAO DO CURSO DE PSICOLOGIA,CCP/CCHLA,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",.442.154.,24/06/1974,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
132,128802,COORDENACAO DO CURSO DE QUIMICA,CCQ/CCET,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.132.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
172,1611,COORDENACAO DO CURSO DE SERVICO SOCIAL,CORSES/CCSA,NATAL,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,.443.172.,24/06/1974,ACADÊMICA,TÁTICO,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
4853,130128,COORDENACAO DO CURSO DE TEATRO,CCT,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",135,DIRECAO DO CCHLA,.442.135.4853.,01/10/2007,ACADÊMICA,TÁTICO,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
173,1612,COORDENACAO DO CURSO DE TURISMO,CTUR/CCSA,NATAL,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,.443.173.,24/06/1974,ACADÊMICA,TÁTICO,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",COORDENAÇÃO                                                 ,FIM
101,112210,COORDENACAO DO CURSO DE ZOOTECNIA,CZOOT/CT,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.101.,24/06/1974,ACADÊMICA,OPERACIONAL,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
9043,1122010204,COORDENACAO DO CURSO DE ZOOTECNIA,COORDZOO/EAJ,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,9039,DIRECAO DE ENSINO - MAGISTERIO SUPERIOR,.605.351.3303.9039.9043.,01/01/2000,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,COORDENAÇÃO                                                 ,FIM
92,1404,COORDENACAO DO CURSO ENGENHARIA CIVIL,CECIV/CT,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.92.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
93,1407,COORDENACAO DO CURSO ENGENHARIA DE COMPUTACAO,CECOMP/CT,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.93.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
95,1408,COORDENACAO DO CURSO ENGENHARIA DE MATERIAIS,CEMAT/CT,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.95.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
97,1409,COORDENACAO DO CURSO ENGENHARIA DE PRODUCAO,CGEP/CT,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.97.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
94,1410,COORDENACAO DO CURSO ENGENHARIA ELETRICA,CCEE/CT,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.94.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
96,1411,COORDENACAO DO CURSO ENGENHARIA MECANICA,CEMEC/CT,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.96.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
98,1412,COORDENACAO DO CURSO ENGENHARIA QUIMICA,CEQUI/CT,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.98.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
99,1413,COORDENACAO DO CURSO ENGENHARIA TEXTIL,CET/CT,NATAL,445,CENTRO DE TECNOLOGIA,445,CENTRO DE TECNOLOGIA,.445.99.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,COORDENAÇÃO                                                 ,FIM
