numero,ano,id_unidade_requisitante,nome_unidade_requisitante,id_unidade_custo,nome_unidade_custo,data_cadastro,valor,numero_alunos_beneficiados,status
150,2017,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,2017-11-04,80.0,4,EM_LIQUIDACAO
149,2017,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,2017-11-04,960.0,2,EM_LIQUIDACAO
148,2017,9249,PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA - GEOPROF - (CERES/CCHLA) - FPG,1483,PRÓ-REITORIA DE PÓS GRADUAÇÃO,2017-11-04,200.0,1,LIQUIDADA
147,2017,8156,AQUISIÇÃO DE INSTRUMENTOS MUSICAIS E ODONTOLÓGICOS,8156,AQUISIÇÃO DE INSTRUMENTOS MUSICAIS E ODONTOLÓGICOS,2017-11-04,5195.36,8,EM_LIQUIDACAO
146,2017,161,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD,4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-11-04,600.0,1,EM_LIQUIDACAO
145,2017,3362,ASSESSORIA ADMINISTRATIVA (AS/CT),4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-10-04,1400.0,1,EM_LIQUIDACAO
144,2017,9249,PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA - GEOPROF - (CERES/CCHLA) - FPG,9249,PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA - GEOPROF - (CERES/CCHLA) - FPG,2017-10-04,200.0,1,ESTORNADA
143,2017,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-10-04,240.0,1,EM_LIQUIDACAO
142,2017,5965,CENTRO DE EDUCAÇÃO,4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-10-04,240.0,1,EM_LIQUIDACAO
141,2017,3362,ASSESSORIA ADMINISTRATIVA (AS/CT),87,DIREÇÃO DO CENTRO DE TECNOLOGIA,2017-10-04,800.0,1,EM_LIQUIDACAO
140,2017,6014,SECRETARIA DE RELAÇOES INTERNACIONAIS,7857,APOIO À MOBILIDADE - PROAE,2017-10-04,423.47,1,EM_LIQUIDACAO
139,2017,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-10-04,480.0,1,EM_LIQUIDACAO
138,2017,9244,PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA - FPG,9244,PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA - FPG,2017-07-04,1650.0,1,LIQUIDADA
137,2017,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,2017-07-04,2400.0,1,EM_LIQUIDACAO
136,2017,9244,PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA - FPG,9244,PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA - FPG,2017-07-04,600.0,1,LIQUIDADA
135,2017,123,DEPARTAMENTO DE GEOLOGIA,123,DEPARTAMENTO DE GEOLOGIA,2017-07-04,1800.0,10,EM_LIQUIDACAO
134,2017,4581,COORDENAÇÃO DO CURSO DE GESTÃO HOSPITALAR,205,ESCOLA DE SAÚDE,2017-06-04,160.0,1,EM_LIQUIDACAO
133,2017,4581,COORDENAÇÃO DO CURSO DE GESTÃO HOSPITALAR,205,ESCOLA DE SAÚDE,2017-06-04,160.0,1,EM_LIQUIDACAO
132,2017,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,2017-06-04,120.0,3,EM_LIQUIDACAO
131,2017,5254,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS URBANOS E REGIONAIS,5254,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS URBANOS E REGIONAIS,2017-06-04,1500.0,1,LIQUIDADA
130,2017,5965,CENTRO DE EDUCAÇÃO,4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-05-04,240.0,1,EM_LIQUIDACAO
129,2017,208,COORDENAÇÃO DO CURSO DE FARMÁCIA,208,COORDENAÇÃO DO CURSO DE FARMÁCIA,2017-05-04,640.0,2,EM_LIQUIDACAO
128,2017,10557,EMPODERAMENTO DE POPULAÇÕES VIA EDUCAÇÃO,10557,EMPODERAMENTO DE POPULAÇÕES VIA EDUCAÇÃO,2017-04-04,40.0,1,EM_LIQUIDACAO
127,2017,9216,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE - FPG,66,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE,2017-04-04,2314.0,1,LIQUIDADA
126,2017,6014,SECRETARIA DE RELAÇOES INTERNACIONAIS,7857,APOIO À MOBILIDADE - PROAE,2017-04-04,738.0,1,EM_LIQUIDACAO
125,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-03-04,300.0,2,EM_LIQUIDACAO
124,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-03-04,960.0,2,EM_LIQUIDACAO
123,2017,162,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO,162,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO,2017-03-04,480.0,1,EM_LIQUIDACAO
122,2017,1465,JOGOS UNIVERSITÁRIOS,1465,JOGOS UNIVERSITÁRIOS,2017-03-04,6000.0,5,EM_LIQUIDACAO
121,2017,1465,JOGOS UNIVERSITÁRIOS,1465,JOGOS UNIVERSITÁRIOS,2017-03-04,32382.0,18,EM_LIQUIDACAO
120,2017,10635,UFRN: FRATERNIDADE COM O MEIO AMBIENTE,10635,UFRN: FRATERNIDADE COM O MEIO AMBIENTE,2017-03-04,200.0,5,EM_LIQUIDACAO
119,2017,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,2017-03-04,800.0,1,EM_LIQUIDACAO
118,2017,74,PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO,74,PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO,2017-03-29,1461.69,1,LIQUIDADA
117,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-03-28,600.0,4,EM_LIQUIDACAO
116,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-03-28,750.0,5,EM_LIQUIDACAO
115,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-03-28,1200.0,6,EM_LIQUIDACAO
114,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-03-28,600.0,3,EM_LIQUIDACAO
113,2017,10557,EMPODERAMENTO DE POPULAÇÕES VIA EDUCAÇÃO,4656,GESTÃO DE CONTRATOS,2017-03-28,50.0,1,LIQUIDADA
112,2017,10557,EMPODERAMENTO DE POPULAÇÕES VIA EDUCAÇÃO,4656,GESTÃO DE CONTRATOS,2017-03-28,80.0,2,LIQUIDADA
111,2017,5254,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS URBANOS E REGIONAIS,5254,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS URBANOS E REGIONAIS,2017-03-28,1800.0,1,LIQUIDADA
110,2017,10557,EMPODERAMENTO DE POPULAÇÕES VIA EDUCAÇÃO,4656,GESTÃO DE CONTRATOS,2017-03-28,100.0,2,LIQUIDADA
109,2017,9205,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG,102,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO,2017-03-27,350.0,1,LIQUIDADA
108,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-03-24,2000.0,10,EM_LIQUIDACAO
107,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-03-24,1200.0,6,EM_LIQUIDACAO
106,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-03-24,800.0,4,EM_LIQUIDACAO
105,2017,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,4656,GESTÃO DE CONTRATOS,2017-03-24,640.0,2,LIQUIDADA
104,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-03-23,1920.0,4,EM_LIQUIDACAO
103,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-03-23,2400.0,5,EM_LIQUIDACAO
102,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-03-23,2200.0,5,EM_LIQUIDACAO
101,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-03-23,1320.0,3,EM_LIQUIDACAO
100,2017,104,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA,104,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA,2017-03-23,1500.0,1,LIQUIDADA
99,2017,5254,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS URBANOS E REGIONAIS,5254,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS URBANOS E REGIONAIS,2017-03-23,1800.0,1,LIQUIDADA
98,2017,423,PROGRAMA REGIONAL DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E MEIO AMBIENTE - PRODEMA,1483,PRÓ-REITORIA DE PÓS GRADUAÇÃO,2017-03-23,300.0,1,LIQUIDADA
97,2017,9249,PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA - GEOPROF - (CERES/CCHLA) - FPG,9249,PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA - GEOPROF - (CERES/CCHLA) - FPG,2017-03-23,1400.0,7,LIQUIDADA
96,2017,5964,COORDENAÇÃO DO CURSO DE ENGENHARIA AMBIENTAL,4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-03-22,1500.0,1,EM_LIQUIDACAO
95,2017,9205,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG,9205,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG,2017-03-21,350.0,1,LIQUIDADA
94,2017,9210,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG,9210,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG,2017-03-21,580.0,1,LIQUIDADA
93,2017,73,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMAS E COMPUTAÇÃO,73,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMAS E COMPUTAÇÃO,2017-03-21,5000.0,1,LIQUIDADA
92,2017,123,DEPARTAMENTO DE GEOLOGIA,123,DEPARTAMENTO DE GEOLOGIA,2017-03-21,320.0,1,EM_LIQUIDACAO
91,2017,1481,PRÓ-REITORIA DE PESQUISA,1481,PRÓ-REITORIA DE PESQUISA,2017-03-20,1200.0,1,ESTORNADA
90,2017,73,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMAS E COMPUTAÇÃO,73,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMAS E COMPUTAÇÃO,2017-03-20,2600.0,1,LIQUIDADA
89,2017,1481,PRÓ-REITORIA DE PESQUISA,1481,PRÓ-REITORIA DE PESQUISA,2017-03-17,1200.0,1,EM_LIQUIDACAO
88,2017,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,2017-03-17,80.0,4,EM_LIQUIDACAO
87,2017,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,2017-03-17,80.0,4,EM_LIQUIDACAO
86,2017,4894,DEPARTAMENTO DE GEOFÍSICA,4656,GESTÃO DE CONTRATOS,2017-03-16,1760.0,11,LIQUIDADA
85,2017,73,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMAS E COMPUTAÇÃO,73,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMAS E COMPUTAÇÃO,2017-03-16,2600.0,1,LIQUIDADA
84,2017,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4656,GESTÃO DE CONTRATOS,2017-03-15,120.0,4,LIQUIDADA
83,2017,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4656,GESTÃO DE CONTRATOS,2017-03-15,90.0,3,LIQUIDADA
82,2017,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,2017-03-15,30.0,3,EM_LIQUIDACAO
81,2017,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,2017-03-15,90.0,3,EM_LIQUIDACAO
80,2017,325,PROGRAMA DE PÓS-GRADUAÇÃO EM GEODINÂMICA E GEOFÍSICA,325,PROGRAMA DE PÓS-GRADUAÇÃO EM GEODINÂMICA E GEOFÍSICA,2017-03-15,480.0,1,ESTORNADA
79,2017,104,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA,104,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA,2017-03-15,900.0,1,LIQUIDADA
78,2017,248,PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE),4656,GESTÃO DE CONTRATOS,2017-03-15,4002.0,2,LIQUIDADA
77,2017,98,COORDENAÇÃO DO CURSO ENGENHARIA QUÍMICA,4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-03-15,160.0,1,EM_LIQUIDACAO
76,2017,210,COORDENAÇÃO DO CURSO DE MEDICINA,4656,GESTÃO DE CONTRATOS,2017-03-14,11755.8,21,LIQUIDADA
75,2017,9205,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG,102,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO,2017-03-14,1400.0,1,LIQUIDADA
74,2017,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,2017-03-13,800.0,1,EM_LIQUIDACAO
73,2017,5254,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS URBANOS E REGIONAIS,5254,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS URBANOS E REGIONAIS,2017-03-13,1800.0,1,LIQUIDADA
72,2017,325,PROGRAMA DE PÓS-GRADUAÇÃO EM GEODINÂMICA E GEOFÍSICA,325,PROGRAMA DE PÓS-GRADUAÇÃO EM GEODINÂMICA E GEOFÍSICA,2017-10-03,600.0,1,A_EMPENHAR
71,2017,4894,DEPARTAMENTO DE GEOFÍSICA,4656,GESTÃO DE CONTRATOS,2017-10-03,1280.0,8,LIQUIDADA
70,2017,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4656,GESTÃO DE CONTRATOS,2017-09-03,80.0,4,LIQUIDADA
69,2017,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4656,GESTÃO DE CONTRATOS,2017-09-03,80.0,4,LIQUIDADA
68,2017,7064,DIRETORIA DE ATIVIDADES ESTUDANTIS,4656,GESTÃO DE CONTRATOS,2017-09-03,1920.0,8,LIQUIDADA
67,2017,206,COORDENAÇÃO DO CURSO DE EDUCAÇÃO FÍSICA - LICENCIATURA,206,COORDENAÇÃO DO CURSO DE EDUCAÇÃO FÍSICA - LICENCIATURA,2017-08-03,600.0,1,ESTORNADA
66,2017,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4656,GESTÃO DE CONTRATOS,2017-07-03,80.0,4,LIQUIDADA
65,2017,93,COORDENAÇÃO DO CURSO ENGENHARIA DE COMPUTAÇÃO,4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-07-03,5000.0,1,EM_LIQUIDACAO
64,2017,206,COORDENAÇÃO DO CURSO DE EDUCAÇÃO FÍSICA - LICENCIATURA,206,COORDENAÇÃO DO CURSO DE EDUCAÇÃO FÍSICA - LICENCIATURA,2017-07-03,600.0,1,ESTORNADA
63,2017,195,DEPARTAMENTO DE ODONTOLOGIA,195,DEPARTAMENTO DE ODONTOLOGIA,2017-07-03,240.0,1,CADASTRADA
62,2017,123,DEPARTAMENTO DE GEOLOGIA,123,DEPARTAMENTO DE GEOLOGIA,2017-06-03,1080.0,9,ESTORNADA
61,2017,123,DEPARTAMENTO DE GEOLOGIA,123,DEPARTAMENTO DE GEOLOGIA,2017-06-03,3840.0,12,EM_LIQUIDACAO
60,2017,5965,CENTRO DE EDUCAÇÃO,5965,CENTRO DE EDUCAÇÃO,2017-06-03,160.0,1,ENVIADA
59,2017,123,DEPARTAMENTO DE GEOLOGIA,123,DEPARTAMENTO DE GEOLOGIA,2017-06-03,4480.0,14,EM_LIQUIDACAO
58,2017,9210,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG,9210,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG,2017-03-03,1400.0,1,LIQUIDADA
57,2017,10557,EMPODERAMENTO DE POPULAÇÕES VIA EDUCAÇÃO,4656,GESTÃO DE CONTRATOS,2017-03-03,50.0,1,LIQUIDADA
56,2017,9210,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG,9210,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG,2017-03-03,1200.0,1,ESTORNADA
55,2017,6069,INSTITUTO METROPOLE DIGITAL,6069,INSTITUTO METROPOLE DIGITAL,2017-03-03,10000.0,2,EM_LIQUIDACAO
54,2017,162,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO,4656,GESTÃO DE CONTRATOS,2017-02-03,600.0,1,LIQUIDADA
53,2017,65,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM,65,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM,2017-02-03,2800.0,4,LIQUIDADA
52,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,4656,GESTÃO DE CONTRATOS,2017-02-03,2400.0,5,LIQUIDADA
51,2017,1483,PRÓ-REITORIA DE PÓS GRADUAÇÃO,1483,PRÓ-REITORIA DE PÓS GRADUAÇÃO,2017-02-03,1500.0,1,CADASTRADA
50,2017,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,4656,GESTÃO DE CONTRATOS,2017-02-24,600.0,1,LIQUIDADA
49,2017,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,4656,GESTÃO DE CONTRATOS,2017-02-24,800.0,1,LIQUIDADA
48,2017,195,DEPARTAMENTO DE ODONTOLOGIA,195,DEPARTAMENTO DE ODONTOLOGIA,2017-02-24,240.0,1,ESTORNADA
47,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,2017-02-23,1440.0,3,EM_LIQUIDACAO
46,2017,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,4656,GESTÃO DE CONTRATOS,2017-02-22,1600.0,2,LIQUIDADA
45,2017,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,4656,GESTÃO DE CONTRATOS,2017-02-22,800.0,1,LIQUIDADA
44,2017,9210,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG,9210,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG,2017-02-17,2000.0,1,ESTORNADA
43,2017,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,4656,GESTÃO DE CONTRATOS,2017-02-17,1600.0,2,LIQUIDADA
42,2017,9205,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG,9205,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG,2017-02-15,250.0,1,LIQUIDADA
41,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,4656,GESTÃO DE CONTRATOS,2017-02-15,3840.0,8,LIQUIDADA
40,2017,8710,COORDENAÇÃO DO CURSO DE MEDICINA MULTICAMPI,4886,AJUDA FINANCEIRA AO ESTUDANTE,2017-02-15,2400.0,5,EM_LIQUIDACAO
39,2017,210,COORDENAÇÃO DO CURSO DE MEDICINA,4656,GESTÃO DE CONTRATOS,2017-02-13,11757.9,21,LIQUIDADA
38,2017,210,COORDENAÇÃO DO CURSO DE MEDICINA,210,COORDENAÇÃO DO CURSO DE MEDICINA,2017-10-02,11198.0,20,ESTORNADA
37,2017,5211,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS,5211,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS,2017-09-02,750.0,1,LIQUIDADA
36,2017,5211,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS,5211,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS,2017-09-02,750.0,1,LIQUIDADA
35,2017,5670,PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE COLETIVA,5670,PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE COLETIVA,2017-06-02,600.0,1,LIQUIDADA
34,2017,9205,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG,102,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO,2017-06-02,300.0,1,LIQUIDADA
33,2017,9210,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG,1639,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA,2017-02-02,1500.0,1,LIQUIDADA
32,2017,9205,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG,102,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO,2017-01-02,1700.0,1,LIQUIDADA
31,2017,123,DEPARTAMENTO DE GEOLOGIA,4656,GESTÃO DE CONTRATOS,2017-01-31,280.0,1,FINALIZADA
30,2017,98,COORDENAÇÃO DO CURSO ENGENHARIA QUÍMICA,4656,GESTÃO DE CONTRATOS,2017-01-27,800.0,2,LIQUIDADA
29,2017,50,DEPARTAMENTO DE ENGENHARIA MECANICA,4656,GESTÃO DE CONTRATOS,2017-01-27,24999.6,15,LIQUIDADA
28,2017,98,COORDENAÇÃO DO CURSO ENGENHARIA QUÍMICA,98,COORDENAÇÃO DO CURSO ENGENHARIA QUÍMICA,2017-01-27,400.02,1,EM_LIQUIDACAO
27,2017,98,COORDENAÇÃO DO CURSO ENGENHARIA QUÍMICA,4656,GESTÃO DE CONTRATOS,2017-01-27,1200.0,3,LIQUIDADA
26,2017,98,COORDENAÇÃO DO CURSO ENGENHARIA QUÍMICA,4656,GESTÃO DE CONTRATOS,2017-01-27,2400.0,3,LIQUIDADA
25,2017,7174,PVG8631 - MINIBAJA,7174,PVG8631 - MINIBAJA,2017-01-26,24999.68,16,ESTORNADA
24,2017,5965,CENTRO DE EDUCAÇÃO,4656,GESTÃO DE CONTRATOS,2017-01-26,320.0,1,LIQUIDADA
23,2017,5965,CENTRO DE EDUCAÇÃO,4656,GESTÃO DE CONTRATOS,2017-01-25,320.0,1,LIQUIDADA
22,2017,91,COORDENAÇÃO DO CURSO DE ARQUITETURA E URBANISMO,4656,GESTÃO DE CONTRATOS,2017-01-24,800.0,1,FINALIZADA
21,2017,4850,AUXÍLIO FINANCEIRO AO ESTUDANTE / CCHLA,4656,GESTÃO DE CONTRATOS,2017-01-24,800.0,1,LIQUIDADA
20,2017,91,COORDENAÇÃO DO CURSO DE ARQUITETURA E URBANISMO,91,COORDENAÇÃO DO CURSO DE ARQUITETURA E URBANISMO,2017-01-23,800.0,1,ESTORNADA
19,2017,91,COORDENAÇÃO DO CURSO DE ARQUITETURA E URBANISMO,4656,GESTÃO DE CONTRATOS,2017-01-19,1920.0,3,FINALIZADA
18,2017,94,COORDENAÇÃO DO CURSO ENGENHARIA ELÉTRICA,4656,GESTÃO DE CONTRATOS,2017-01-18,800.0,1,FINALIZADA
17,2017,3362,ASSESSORIA ADMINISTRATIVA (AS/CT),4656,GESTÃO DE CONTRATOS,2017-01-17,1600.0,2,FINALIZADA
16,2017,208,COORDENAÇÃO DO CURSO DE FARMÁCIA,4656,GESTÃO DE CONTRATOS,2017-01-17,1800.0,1,FINALIZADA
15,2017,92,COORDENAÇÃO DO CURSO ENGENHARIA CIVIL,92,COORDENAÇÃO DO CURSO ENGENHARIA CIVIL,2017-01-17,800.0,1,EM_LIQUIDACAO
14,2017,4847,PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS,4847,PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS,2017-01-17,2400.0,4,CADASTRADA
13,2017,6069,INSTITUTO METROPOLE DIGITAL,4656,GESTÃO DE CONTRATOS,2017-01-17,1600.0,2,FINALIZADA
12,2017,284,ESCOLA DE MÚSICA,284,ESCOLA DE MÚSICA,2017-01-16,800.0,1,ESTORNADA
11,2017,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,4656,GESTÃO DE CONTRATOS,2017-01-16,2400.0,3,FINALIZADA
