ano,id_unidade,natureza_despesa,valor,sigla
2007,284,SERV. PESSOA FÍSICA,27617.74,EMUFRN
2007,284,SERV. PESSOA JURÍDICA,143764.05,EMUFRN
2007,351,AUX. FINANCEIRO ESTUDANTE,33000.0,EAJ
2007,351,CUSTEIO,1413064.49,EAJ
2007,351,DIÁRIAS,8986.54,EAJ
2007,351,EQUIP. MATERIAL PERMANENTE,101703.73,EAJ
2007,351,INDENIZAÇÕES E RESTITUIÇÕE,8636.91,EAJ
2007,351,LOC. MÃO-DE-OBRA,413497.45,EAJ
2007,351,MATERIAL DE CONSUMO,393772.39,EAJ
2007,351,PAGAMENTO DE CAPITAL,12969.0,EAJ
2007,351,PASSAGENS,9019.67,EAJ
2007,351,SERV. PESSOA JURÍDICA,134856.97,EAJ
2007,439,CUSTEIO,3927439.35,CCET
2007,439,DIÁRIAS,9135.31,CCET
2007,439,EQUIP. MATERIAL PERMANENTE,250069.01,CCET
2007,439,LOC. MÃO-DE-OBRA,367389.1,CCET
2007,439,MATERIAL DE CONSUMO,15120.5,CCET
2007,439,PASSAGENS,3400.0,CCET
2007,439,SERV. PESSOA JURÍDICA,241666.79,CCET
2007,440,CUSTEIO,2263572.74,CB
2007,440,DIÁRIAS,3801.68,CB
2007,440,EQUIP. MATERIAL PERMANENTE,45355.35,CB
2007,440,MATERIAL DE CONSUMO,9083.8,CB
2007,440,PASSAGENS,4371.48,CB
2007,440,SERV. PESSOA JURÍDICA,243462.72,CB
2007,441,AUX. FINANCEIRO ESTUDANTE,10605.0,CCS
2007,441,CUSTEIO,4373217.49,CCS
2007,441,DIÁRIAS,70881.67,CCS
2007,441,EQUIP. MATERIAL PERMANENTE,1039533.67,CCS
2007,441,LOC. MÃO-DE-OBRA,259451.69,CCS
2007,441,MATERIAL DE CONSUMO,987138.13,CCS
2007,441,OBRIGAÇÕES CONTRIBUTIVAS,30384.0,CCS
2007,441,PASSAGENS,133584.2,CCS
2007,441,SERV. PESSOA FÍSICA,25696.0,CCS
2007,441,SERV. PESSOA JURÍDICA,807442.3,CCS
2007,442,CUSTEIO,2640373.75,CCHLA
2007,442,DIÁRIAS,4351.33,CCHLA
2007,442,EQUIP. MATERIAL PERMANENTE,7880.0,CCHLA
2007,442,MATERIAL DE CONSUMO,36373.17,CCHLA
2007,442,PASSAGENS,13836.18,CCHLA
2007,442,SERV. PESSOA JURÍDICA,236348.89,CCHLA
2007,443,AUX. FINANCEIRO ESTUDANTE,16700.0,CCSA
2007,443,CUSTEIO,2156927.98,CCSA
2007,443,DIÁRIAS,15458.18,CCSA
2007,443,EQUIP. MATERIAL PERMANENTE,285651.29,CCSA
2007,443,LOC. MÃO-DE-OBRA,48696.69,CCSA
2007,443,MATERIAL DE CONSUMO,29454.38,CCSA
2007,443,PASSAGENS,0.0,CCSA
2007,443,SERV. PESSOA JURÍDICA,374552.31,CCSA
2007,445,AUX. FINANCEIRO ESTUDANTE,9982.92,CT
2007,445,CUSTEIO,2971341.4,CT
2007,445,DIÁRIAS,6238.63,CT
2007,445,EQUIP. MATERIAL PERMANENTE,112167.02,CT
2007,445,MATERIAL DE CONSUMO,161531.12,CT
2007,445,PASSAGENS,10000.0,CT
2007,445,SERV. PESSOA JURÍDICA,393085.64,CT
2007,1482,AUX. FINANCEIRO ESTUDANTE,400.0,CERES
2007,1482,CUSTEIO,1107452.72,CERES
2007,1482,DIÁRIAS,120107.32,CERES
2007,1482,LOC. MÃO-DE-OBRA,129750.0,CERES
2007,1482,MATERIAL DE CONSUMO,211884.93,CERES
2007,1482,PASSAGENS,40028.56,CERES
2007,1482,SERV. PESSOA JURÍDICA,157197.57,CERES
2008,205,AUX. FINANCEIRO ESTUDANTE,25120.0,ES/UFRN
2008,205,CUSTEIO,323635.6,ES/UFRN
2008,205,DIV.EXERCÍCIOS ANTERIORES,359266.46,ES/UFRN
2008,205,DIÁRIAS,6288.4,ES/UFRN
2008,205,EQUIP. MATERIAL PERMANENTE,277904.9,ES/UFRN
2008,205,LOC. MÃO-DE-OBRA,74615.06,ES/UFRN
2008,205,MATERIAL DE CONSUMO,13923.08,ES/UFRN
2008,205,OBRIGAÇÕES PATRONAIS,608.0,ES/UFRN
2008,205,PASSAGENS,16081.22,ES/UFRN
2008,205,SERV. PESSOA FÍSICA,1560.0,ES/UFRN
2008,205,SERV. PESSOA JURÍDICA,45588.58,ES/UFRN
2008,284,AUX. FINANCEIRO ESTUDANTE,134680.0,EMUFRN
2008,284,CUSTEIO,424003.73,EMUFRN
2008,284,DIV.EXERCÍCIOS ANTERIORES,54141.17,EMUFRN
2008,284,DIÁRIAS,4271.55,EMUFRN
2008,284,EQUIP. MATERIAL PERMANENTE,52611.98,EMUFRN
2008,284,LOC. MÃO-DE-OBRA,192472.86,EMUFRN
2008,284,MATERIAL DE CONSUMO,21531.53,EMUFRN
2008,284,OBRIGAÇÕES PATRONAIS,6725.81,EMUFRN
2008,284,PASSAGENS,39304.6,EMUFRN
2008,284,SERV. PESSOA FÍSICA,43065.94,EMUFRN
2008,284,SERV. PESSOA JURÍDICA,246770.61,EMUFRN
2008,351,AUX. FINANCEIRO ESTUDANTE,26485.0,EAJ
2008,351,CUSTEIO,1349336.71,EAJ
2008,351,DIÁRIAS,5011.21,EAJ
2008,351,EQUIP. MATERIAL PERMANENTE,171001.85,EAJ
2008,351,INDENIZAÇÕES E RESTITUIÇÕE,6174.56,EAJ
2008,351,LOC. MÃO-DE-OBRA,502391.65,EAJ
2008,351,MATERIAL DE CONSUMO,490918.74,EAJ
2008,351,OBRIGAÇÕES PATRONAIS,240.0,EAJ
2008,351,PASSAGENS,8343.92,EAJ
2008,351,SERV. PESSOA FÍSICA,1200.0,EAJ
2008,351,SERV. PESSOA JURÍDICA,195993.19,EAJ
2008,439,AUX. FINANCEIRO ESTUDANTE,750.0,CCET
2008,439,CUSTEIO,5639468.15,CCET
2008,439,DIV.EXERCÍCIOS ANTERIORES,12040.46,CCET
2008,439,DIÁRIAS,13000.0,CCET
2008,439,EQUIP. MATERIAL PERMANENTE,684415.02,CCET
2008,439,MATERIAL DE CONSUMO,87558.08,CCET
2008,439,PASSAGENS,2958.89,CCET
2008,439,SERV. PESSOA JURÍDICA,233329.35,CCET
2008,440,AUX. FINANCEIRO ESTUDANTE,950.0,CB
2008,440,CUSTEIO,2695365.61,CB
2008,440,DIÁRIAS,7476.64,CB
2008,440,EQUIP. MATERIAL PERMANENTE,106853.27,CB
2008,440,LOC. MÃO-DE-OBRA,4430.25,CB
2008,440,MATERIAL DE CONSUMO,27296.68,CB
2008,440,PASSAGENS,3000.0,CB
2008,440,SERV. PESSOA JURÍDICA,165683.25,CB
2008,441,AUX. FINANCEIRO ESTUDANTE,11509.2,CCS
2008,441,CUSTEIO,4564578.14,CCS
2008,441,DIÁRIAS,4019.4,CCS
2008,441,EQUIP. MATERIAL PERMANENTE,397051.75,CCS
2008,441,LOC. MÃO-DE-OBRA,659193.6,CCS
2008,441,MATERIAL DE CONSUMO,548610.29,CCS
2008,441,OBRIGAÇÕES PATRONAIS,1744.05,CCS
2008,441,PASSAGENS,147884.45,CCS
2008,441,SERV. PESSOA JURÍDICA,602686.31,CCS
2008,442,AUX. FINANCEIRO ESTUDANTE,147720.0,CCHLA
2008,442,CUSTEIO,2318349.17,CCHLA
2008,442,DIÁRIAS,3318.15,CCHLA
2008,442,MATERIAL DE CONSUMO,15760.17,CCHLA
2008,442,PASSAGENS,3143.0,CCHLA
2008,442,SERV. PESSOA JURÍDICA,648870.5,CCHLA
2008,443,AUX. FINANCEIRO ESTUDANTE,228058.18,CCSA
2008,443,CUSTEIO,2430689.83,CCSA
2008,443,DIÁRIAS,32452.97,CCSA
2008,443,EQUIP. MATERIAL PERMANENTE,318629.6,CCSA
2008,443,LOC. MÃO-DE-OBRA,2.0,CCSA
2008,443,MATERIAL DE CONSUMO,13924.41,CCSA
2008,443,PASSAGENS,1200.0,CCSA
2008,443,SERV. PESSOA FÍSICA,3500.0,CCSA
2008,443,SERV. PESSOA JURÍDICA,289698.09,CCSA
2008,445,AUX. FINANCEIRO ESTUDANTE,34390.76,CT
2008,445,CUSTEIO,2108302.09,CT
2008,445,DIV.EXERCÍCIOS ANTERIORES,1301.38,CT
2008,445,DIÁRIAS,24322.26,CT
2008,445,EQUIP. MATERIAL PERMANENTE,113085.57,CT
2008,445,MATERIAL DE CONSUMO,18349.12,CT
2008,445,PASSAGENS,5332.0,CT
2008,445,SERV. PESSOA FÍSICA,1800.0,CT
2008,445,SERV. PESSOA JURÍDICA,1224128.86,CT
2008,1482,CUSTEIO,770583.75,CERES
2008,1482,EQUIP. MATERIAL PERMANENTE,27394.03,CERES
2008,1482,SERV. PESSOA JURÍDICA,24425.2,CERES
2008,4885,PASSAGENS,112.22,ECT
2008,4890,LOC. MÃO-DE-OBRA,9015.91,FACISA
2009,205,AUX. FINANCEIRO ESTUDANTE,31570.0,ES/UFRN
2009,205,CUSTEIO,356955.1,ES/UFRN
2009,205,DIV.EXERCÍCIOS ANTERIORES,290299.51,ES/UFRN
2009,205,DIÁRIAS,5333.2,ES/UFRN
2009,205,EQUIP. MATERIAL PERMANENTE,67856.59,ES/UFRN
2009,205,LOC. MÃO-DE-OBRA,90585.45,ES/UFRN
2009,205,MATERIAL DE CONSUMO,19568.14,ES/UFRN
2009,205,PAGAMENTO DE CAPITAL,41000.76,ES/UFRN
2009,205,PASSAGENS,7397.0,ES/UFRN
2009,205,SERV. PESSOA FÍSICA,6000.0,ES/UFRN
2009,205,SERV. PESSOA JURÍDICA,27274.57,ES/UFRN
2009,284,AUX. FINANCEIRO ESTUDANTE,161289.0,EMUFRN
2009,284,CUSTEIO,462287.02,EMUFRN
2009,284,DIV.EXERCÍCIOS ANTERIORES,383639.67,EMUFRN
2009,284,DIÁRIAS,8831.69,EMUFRN
2009,284,EQUIP. MATERIAL PERMANENTE,185785.56,EMUFRN
2009,284,LOC. MÃO-DE-OBRA,145333.14,EMUFRN
2009,284,MATERIAL DE CONSUMO,8398.35,EMUFRN
2009,284,OBRIGAÇÕES PATRONAIS,14486.31,EMUFRN
2009,284,PAGAMENTO DE CAPITAL,25525.0,EMUFRN
2009,284,PASSAGENS,35204.8,EMUFRN
2009,284,SERV. PESSOA FÍSICA,79798.76,EMUFRN
2009,284,SERV. PESSOA JURÍDICA,106921.88,EMUFRN
2009,351,AUX. FINANCEIRO ESTUDANTE,49690.0,EAJ
2009,351,CUSTEIO,1455225.55,EAJ
2009,351,DIV.EXERCÍCIOS ANTERIORES,208078.6,EAJ
2009,351,DIÁRIAS,13301.5,EAJ
2009,351,EQUIP. MATERIAL PERMANENTE,191230.13,EAJ
2009,351,LOC. MÃO-DE-OBRA,733928.09,EAJ
2009,351,MATERIAL DE CONSUMO,541648.77,EAJ
2009,351,OBRIGAÇÕES CONTRIBUTIVAS,555.0,EAJ
2009,351,OBRIGAÇÕES PATRONAIS,1972.8,EAJ
2009,351,PAGAMENTO DE CAPITAL,202866.78,EAJ
2009,351,PASSAGENS,25294.43,EAJ
2009,351,SERV. PESSOA FÍSICA,13347.0,EAJ
2009,351,SERV. PESSOA JURÍDICA,441982.77,EAJ
2009,439,AUX. FINANCEIRO ESTUDANTE,4290.0,CCET
2009,439,CUSTEIO,4376554.55,CCET
2009,439,DIÁRIAS,23443.26,CCET
2009,439,EQUIP. MATERIAL PERMANENTE,518468.11,CCET
2009,439,LOC. MÃO-DE-OBRA,16791.82,CCET
2009,439,MATERIAL DE CONSUMO,4301.29,CCET
2009,439,OBRIGAÇÕES PATRONAIS,2317.6,CCET
2009,439,PASSAGENS,45879.23,CCET
2009,439,SERV. PESSOA FÍSICA,2540.0,CCET
2009,439,SERV. PESSOA JURÍDICA,355648.99,CCET
2009,440,AUX. FINANCEIRO ESTUDANTE,3680.0,CB
2009,440,CUSTEIO,3034081.1,CB
2009,440,DIÁRIAS,1967.35,CB
2009,440,EQUIP. MATERIAL PERMANENTE,29348.2,CB
2009,440,LOC. MÃO-DE-OBRA,19660.0,CB
2009,440,MATERIAL DE CONSUMO,35046.38,CB
2009,440,PASSAGENS,6644.27,CB
2009,440,SERV. PESSOA JURÍDICA,99622.05,CB
2009,441,AUX. FINANCEIRO ESTUDANTE,7986.84,CCS
2009,441,CUSTEIO,6194060.1,CCS
2009,441,DIV.EXERCÍCIOS ANTERIORES,59431.79,CCS
2009,441,DIÁRIAS,421.7,CCS
2009,441,EQUIP. MATERIAL PERMANENTE,955427.89,CCS
2009,441,LOC. MÃO-DE-OBRA,406760.32,CCS
2009,441,MATERIAL DE CONSUMO,740575.32,CCS
2009,441,OBRIGAÇÕES PATRONAIS,5270.2,CCS
2009,441,PAGAMENTO DE CAPITAL,3064.8,CCS
2009,441,PASSAGENS,84833.96,CCS
2009,441,SERV. PESSOA FÍSICA,55960.8,CCS
2009,441,SERV. PESSOA JURÍDICA,1100729.81,CCS
2009,442,AUX. FINANCEIRO ESTUDANTE,16000.0,CCHLA
2009,442,CUSTEIO,3109614.38,CCHLA
2009,442,DIÁRIAS,1134.39,CCHLA
2009,442,EQUIP. MATERIAL PERMANENTE,97326.07,CCHLA
2009,442,MATERIAL DE CONSUMO,118.75,CCHLA
2009,442,PASSAGENS,2301.0,CCHLA
2009,442,SERV. PESSOA FÍSICA,232040.0,CCHLA
2009,442,SERV. PESSOA JURÍDICA,453880.43,CCHLA
2009,443,AUX. FINANCEIRO ESTUDANTE,9574.64,CCSA
2009,443,CUSTEIO,2664407.88,CCSA
2009,443,DIÁRIAS,1325.08,CCSA
2009,443,EQUIP. MATERIAL PERMANENTE,24261.5,CCSA
2009,443,LOC. MÃO-DE-OBRA,73562.05,CCSA
2009,443,MATERIAL DE CONSUMO,78791.34,CCSA
2009,443,PASSAGENS,13587.52,CCSA
2009,443,SERV. PESSOA FÍSICA,72038.3,CCSA
2009,443,SERV. PESSOA JURÍDICA,459067.26,CCSA
2009,445,AUX. FINANCEIRO ESTUDANTE,46102.46,CT
2009,445,CUSTEIO,2704184.76,CT
2009,445,DIV.EXERCÍCIOS ANTERIORES,0.0,CT
2009,445,DIÁRIAS,803.52,CT
2009,445,EQUIP. MATERIAL PERMANENTE,371643.76,CT
2009,445,MATERIAL DE CONSUMO,771496.05,CT
2009,445,OBRIGAÇÕES PATRONAIS,0.8,CT
2009,445,PAGAMENTO DE CAPITAL,91750.0,CT
2009,445,PASSAGENS,63162.53,CT
2009,445,SERV. PESSOA FÍSICA,7400.0,CT
2009,445,SERV. PESSOA JURÍDICA,550649.07,CT
2009,1482,AUX. FINANCEIRO ESTUDANTE,1114.81,CERES
2009,1482,CUSTEIO,902578.37,CERES
2009,1482,DIÁRIAS,456.86,CERES
2009,1482,EQUIP. MATERIAL PERMANENTE,83156.0,CERES
2009,1482,MATERIAL DE CONSUMO,4342.84,CERES
2009,1482,PAGAMENTO DE CAPITAL,194390.0,CERES
2009,1482,SERV. PESSOA FÍSICA,2880.0,CERES
2009,1482,SERV. PESSOA JURÍDICA,17527.04,CERES
2009,4885,AUX. FINANCEIRO ESTUDANTE,4110.0,ECT
2009,4885,CUSTEIO,5896.65,ECT
2009,4885,DIÁRIAS,35555.5,ECT
2009,4885,EQUIP. MATERIAL PERMANENTE,1318526.53,ECT
2009,4885,LOC. MÃO-DE-OBRA,83118.15,ECT
2009,4885,MATERIAL DE CONSUMO,124390.31,ECT
2009,4885,OBRIGAÇÕES PATRONAIS,8474.84,ECT
2009,4885,PAGAMENTO DE CAPITAL,1095.0,ECT
2009,4885,PASSAGENS,48454.4,ECT
2009,4885,SERV. PESSOA FÍSICA,42642.52,ECT
2009,4885,SERV. PESSOA JURÍDICA,64299.35,ECT
2009,4890,AUX. FINANCEIRO ESTUDANTE,15350.0,FACISA
2009,4890,CUSTEIO,529657.6,FACISA
2009,4890,DIÁRIAS,4471.37,FACISA
2009,4890,EQUIP. MATERIAL PERMANENTE,186500.0,FACISA
2009,4890,LOC. MÃO-DE-OBRA,113805.29,FACISA
2009,4890,MATERIAL DE CONSUMO,17740.86,FACISA
2009,4890,OBRAS E INSTALAÇÕES,650000.0,FACISA
2009,4890,OBRIGAÇÕES PATRONAIS,600.0,FACISA
2009,4890,PASSAGENS,0.0,FACISA
2009,4890,SERV. PESSOA FÍSICA,3000.0,FACISA
2009,4890,SERV. PESSOA JURÍDICA,17669.15,FACISA
2010,205,AUX. FINANCEIRO ESTUDANTE,37450.0,ES/UFRN
2010,205,CAPITAL,25950.0,ES/UFRN
2010,205,CUSTEIO,1105365.16,ES/UFRN
2010,205,DIÁRIAS,25062.68,ES/UFRN
2010,205,EQUIP. MATERIAL PERMANENTE,40113.66,ES/UFRN
2010,205,LOC. MÃO-DE-OBRA,93786.31,ES/UFRN
2010,205,MATERIAL DE CONSUMO,57406.01,ES/UFRN
2010,205,OBRIGAÇÕES PATRONAIS,119.88,ES/UFRN
2010,205,PASSAGENS,12306.88,ES/UFRN
2010,205,SERV. PESSOA FÍSICA,10983.48,ES/UFRN
2010,205,SERV. PESSOA JURÍDICA,37422.2,ES/UFRN
2010,284,AUX. FINANCEIRO ESTUDANTE,138850.0,EMUFRN
2010,284,CAPITAL,28425.0,EMUFRN
2010,284,CUSTEIO,1271441.73,EMUFRN
2010,284,DIÁRIAS,42808.72,EMUFRN
2010,284,EQUIP. MATERIAL PERMANENTE,105144.93,EMUFRN
2010,284,LOC. MÃO-DE-OBRA,149276.18,EMUFRN
2010,284,MATERIAL DE CONSUMO,36375.8,EMUFRN
2010,284,OBRIGAÇÕES PATRONAIS,7428.97,EMUFRN
2010,284,PASSAGENS,13310.31,EMUFRN
2010,284,SERV. PESSOA FÍSICA,91286.58,EMUFRN
2010,284,SERV. PESSOA JURÍDICA,670807.55,EMUFRN
2010,284,SERVIÇOS / UG-GESTÃO,7131.56,EMUFRN
2010,351,AUX. FINANCEIRO ESTUDANTE,37780.0,EAJ
2010,351,CAPITAL,95625.0,EAJ
2010,351,CUSTEIO,1926901.52,EAJ
2010,351,DIÁRIAS,36360.14,EAJ
2010,351,EQUIP. MATERIAL PERMANENTE,347158.27,EAJ
2010,351,LOC. MÃO-DE-OBRA,728850.44,EAJ
2010,351,MATERIAL DE CONSUMO,748742.97,EAJ
2010,351,MATERIAL DE CONSUMO / DISTRIBUIÇÃO GRATUITA,64320.0,EAJ
2010,351,OBRIGAÇÕES PATRONAIS,0.0,EAJ
2010,351,PASSAGENS,9708.71,EAJ
2010,351,SERV. PESSOA FÍSICA,708.0,EAJ
2010,351,SERV. PESSOA JURÍDICA,370319.98,EAJ
2010,439,AUX. FINANCEIRO ESTUDANTE,82496.0,CCET
2010,439,CUSTEIO,4966514.37,CCET
2010,439,EQUIP. MATERIAL PERMANENTE,907396.33,CCET
2010,439,LOC. MÃO-DE-OBRA,598658.79,CCET
2010,439,MATERIAL DE CONSUMO,32610.43,CCET
2010,439,PASSAGENS,7785.58,CCET
2010,439,SERV. PESSOA FÍSICA,2369.82,CCET
2010,439,SERV. PESSOA JURÍDICA,542907.07,CCET
2010,440,CUSTEIO,1618254.91,CB
2010,440,DIV.EXERCÍCIOS ANTERIORES,0.0,CB
2010,440,DIÁRIAS,7289.78,CB
2010,440,EQUIP. MATERIAL PERMANENTE,694982.59,CB
2010,440,LOC. MÃO-DE-OBRA,134382.12,CB
2010,440,MATERIAL DE CONSUMO,11005.6,CB
2010,440,PASSAGENS,0.0,CB
2010,440,SERV. PESSOA JURÍDICA,2809220.43,CB
2010,441,AUX. FINANCEIRO ESTUDANTE,350.0,CCS
2010,441,CUSTEIO,3990447.41,CCS
2010,441,DIV.EXERCÍCIOS ANTERIORES,7778.0,CCS
2010,441,DIÁRIAS,6000.0,CCS
2010,441,EQUIP. MATERIAL PERMANENTE,1361255.28,CCS
2010,441,LOC. MÃO-DE-OBRA,323395.07,CCS
2010,441,MATERIAL DE CONSUMO,240220.33,CCS
2010,441,OBRIGAÇÕES CONTRIBUTIVAS,2487.15,CCS
2010,441,OBRIGAÇÕES PATRONAIS,5309.6,CCS
2010,441,PASSAGENS,28625.0,CCS
2010,441,SERV. PESSOA FÍSICA,21140.0,CCS
2010,441,SERV. PESSOA JURÍDICA,2877259.72,CCS
2010,442,AUX. FINANCEIRO ESTUDANTE,14930.0,CCHLA
2010,442,CUSTEIO,3320109.84,CCHLA
2010,442,DIÁRIAS,0.0,CCHLA
2010,442,EQUIP. MATERIAL PERMANENTE,1231414.02,CCHLA
2010,442,MATERIAL DE CONSUMO,8227.37,CCHLA
2010,442,OBRIGAÇÕES PATRONAIS,7090.18,CCHLA
2010,442,PASSAGENS,11958.01,CCHLA
2010,442,SERV. PESSOA FÍSICA,150309.0,CCHLA
2010,442,SERV. PESSOA JURÍDICA,2228167.87,CCHLA
2010,443,AUX. FINANCEIRO ESTUDANTE,192660.0,CCSA
2010,443,CUSTEIO,2133524.03,CCSA
2010,443,DIV.EXERCÍCIOS ANTERIORES,377.59,CCSA
2010,443,DIÁRIAS,40200.89,CCSA
2010,443,EQUIP. MATERIAL PERMANENTE,757358.95,CCSA
2010,443,LOC. MÃO-DE-OBRA,45015.58,CCSA
2010,443,MATERIAL DE CONSUMO,316719.35,CCSA
2010,443,OBRIGAÇÕES PATRONAIS,2239.0,CCSA
2010,443,PASSAGENS,60065.99,CCSA
2010,443,SERV. PESSOA FÍSICA,80331.0,CCSA
2010,443,SERV. PESSOA JURÍDICA,2360256.69,CCSA
2010,445,AUX. FINANCEIRO ESTUDANTE,7080.0,CT
2010,445,CUSTEIO,3074543.51,CT
2010,445,DIÁRIAS,80009.0,CT
2010,445,EQUIP. MATERIAL PERMANENTE,161270.89,CT
2010,445,LOC. MÃO-DE-OBRA,852809.31,CT
2010,445,MATERIAL DE CONSUMO,440904.57,CT
2010,445,PASSAGENS,69078.0,CT
2010,445,SERV. PESSOA FÍSICA,2.0,CT
2010,445,SERV. PESSOA JURÍDICA,906865.21,CT
2010,1482,AUX. FINANCEIRO ESTUDANTE,1850.0,CERES
2010,1482,CUSTEIO,757333.14,CERES
2010,1482,EQUIP. MATERIAL PERMANENTE,670286.45,CERES
2010,1482,MATERIAL DE CONSUMO,196098.38,CERES
2010,1482,SERV. PESSOA JURÍDICA,1035054.39,CERES
2010,4885,AUX. FINANCEIRO ESTUDANTE,431.0,ECT
2010,4885,CUSTEIO,1308220.27,ECT
2010,4885,DIÁRIAS,23863.83,ECT
2010,4885,EQUIP. MATERIAL PERMANENTE,118940.13,ECT
2010,4885,LOC. MÃO-DE-OBRA,400045.56,ECT
2010,4885,MATERIAL DE CONSUMO,131214.41,ECT
2010,4885,OBRIGAÇÕES PATRONAIS,911.4,ECT
2010,4885,PASSAGENS,7589.01,ECT
2010,4885,SERV. PESSOA FÍSICA,9233.4,ECT
2010,4885,SERV. PESSOA JURÍDICA,184170.02,ECT
2010,4890,AUX. FINANCEIRO ESTUDANTE,8030.0,FACISA
2010,4890,CAPITAL,4400000.0,FACISA
2010,4890,CUSTEIO,537750.37,FACISA
2010,4890,DIÁRIAS,8667.76,FACISA
2010,4890,EQUIP. MATERIAL PERMANENTE,32237.63,FACISA
2010,4890,LOC. MÃO-DE-OBRA,88435.11,FACISA
2010,4890,MATERIAL DE CONSUMO,52194.96,FACISA
2010,4890,OBRAS E INSTALAÇÕES,2285503.07,FACISA
2010,4890,OBRIGAÇÕES PATRONAIS,3256.97,FACISA
2010,4890,PASSAGENS,13669.71,FACISA
2010,4890,SERV. PESSOA FÍSICA,45351.25,FACISA
2010,4890,SERV. PESSOA JURÍDICA,88483.58,FACISA
2011,205,AUX. FINANCEIRO ESTUDANTE,18650.0,ES/UFRN
2011,205,CAPITAL,37199.2,ES/UFRN
2011,205,CUSTEIO,1552506.84,ES/UFRN
2011,205,DIÁRIAS,5119.19,ES/UFRN
2011,205,EQUIP. MATERIAL PERMANENTE,169339.3,ES/UFRN
2011,205,LOC. MÃO-DE-OBRA,41708.92,ES/UFRN
2011,205,MATERIAL DE CONSUMO,25272.68,ES/UFRN
2011,205,OBRAS E INSTALAÇÕES,1197589.82,ES/UFRN
2011,205,PASSAGENS,18021.86,ES/UFRN
2011,205,SERV. PESSOA JURÍDICA,98954.63,ES/UFRN
2011,284,AUX. FINANCEIRO ESTUDANTE,159893.0,EMUFRN
2011,284,CAPITAL,36709.2,EMUFRN
2011,284,CUSTEIO,1084585.98,EMUFRN
2011,284,DIÁRIAS,13779.76,EMUFRN
2011,284,EQUIP. MATERIAL PERMANENTE,99123.19,EMUFRN
2011,284,LOC. MÃO-DE-OBRA,69021.82,EMUFRN
2011,284,MATERIAL DE CONSUMO,70505.31,EMUFRN
2011,284,OBRIGAÇÕES PATRONAIS,1446.0,EMUFRN
2011,284,PASSAGENS,30662.64,EMUFRN
2011,284,SERV. PESSOA FÍSICA,56331.43,EMUFRN
2011,284,SERV. PESSOA JURÍDICA,277465.45,EMUFRN
2011,284,TRANF.PJ,1350.4,EMUFRN
2011,351,AUX. FINANCEIRO ESTUDANTE,33240.0,EAJ
2011,351,CAPITAL,126091.6,EAJ
2011,351,CUSTEIO,2612453.03,EAJ
2011,351,DIV.EXERCÍCIOS ANTERIORES,712.43,EAJ
2011,351,DIÁRIAS,11627.26,EAJ
2011,351,EQUIP. MATERIAL PERMANENTE,383337.32,EAJ
2011,351,LOC. MÃO-DE-OBRA,175896.02,EAJ
2011,351,MATERIAL DE CONSUMO,1005955.98,EAJ
2011,351,MATERIAL DE CONSUMO / DISTRIBUIÇÃO GRATUITA,89280.29,EAJ
2011,351,OBRIGAÇÕES PATRONAIS,1916.0,EAJ
2011,351,PASSAGENS,10138.46,EAJ
2011,351,SERV. PESSOA FÍSICA,21280.0,EAJ
2011,351,SERV. PESSOA JURÍDICA,314265.61,EAJ
2011,351,TRANF.PJ,2404.5,EAJ
2011,439,AUX. FINANCEIRO ESTUDANTE,165000.0,CCET
2011,439,CUSTEIO,6519593.75,CCET
2011,439,EQUIP. MATERIAL PERMANENTE,1189291.61,CCET
2011,439,LOC. MÃO-DE-OBRA,707994.2,CCET
2011,439,MATERIAL DE CONSUMO,27142.19,CCET
2011,439,PASSAGENS,18624.0,CCET
2011,439,SERV. PESSOA FÍSICA,500.0,CCET
2011,439,SERV. PESSOA JURÍDICA,406479.12,CCET
2011,440,AUX. FINANCEIRO ESTUDANTE,1260.0,CB
2011,440,CUSTEIO,2985536.66,CB
2011,440,DIÁRIAS,20034.95,CB
2011,440,EQUIP. MATERIAL PERMANENTE,498610.77,CB
2011,440,LOC. MÃO-DE-OBRA,164614.6,CB
2011,440,MATERIAL DE CONSUMO,479874.29,CB
2011,440,PASSAGENS,1000.0,CB
2011,440,SERV. PESSOA JURÍDICA,1482604.86,CB
2011,441,AUX. FINANCEIRO ESTUDANTE,15700.0,CCS
2011,441,CUSTEIO,3832183.94,CCS
2011,441,DIV.EXERCÍCIOS ANTERIORES,17117.18,CCS
2011,441,DIÁRIAS,2443.48,CCS
2011,441,EQUIP. MATERIAL PERMANENTE,1775093.1,CCS
2011,441,LOC. MÃO-DE-OBRA,904616.12,CCS
2011,441,MATERIAL DE CONSUMO,373730.98,CCS
2011,441,OBRIGAÇÕES CONTRIBUTIVAS,5305.92,CCS
2011,441,OBRIGAÇÕES PATRONAIS,4148.4,CCS
2011,441,PASSAGENS,199648.89,CCS
2011,441,SERV. PESSOA FÍSICA,3080.0,CCS
2011,441,SERV. PESSOA JURÍDICA,3023298.61,CCS
2011,442,AUX. FINANCEIRO ESTUDANTE,17110.0,CCHLA
2011,442,CUSTEIO,2948585.34,CCHLA
2011,442,EQUIP. MATERIAL PERMANENTE,790913.76,CCHLA
2011,442,MATERIAL DE CONSUMO,14359.15,CCHLA
2011,442,SERV. PESSOA FÍSICA,94500.0,CCHLA
2011,442,SERV. PESSOA JURÍDICA,2739590.9,CCHLA
